p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,pose
0,0,0,0,1661,1795,525,480,1097,733,699,658,2
0,0,0,0,1646,1797,527,479,1106,732,705,658,2
0,0,0,0,1676,1808,528,480,1103,714,708,666,2
0,0,0,0,1682,1800,527,480,1100,719,717,672,2
0,0,0,0,1673,1802,526,481,1099,720,720,678,2
0,0,0,0,1671,1817,525,481,1105,720,725,682,2
0,0,0,0,1676,1785,532,480,1125,717,723,704,2
0,0,0,0,1603,1796,532,475,1128,725,728,701,2
0,0,0,0,1680,1716,534,478,1144,722,675,699,2
0,0,0,0,1588,1783,530,479,1116,724,677,714,2
0,0,0,0,1656,1802,528,483,1115,726,700,744,2
0,0,0,0,1657,1807,531,481,1122,727,712,749,2
0,0,0,0,1648,1809,529,480,1123,727,716,754,2
0,0,0,0,1662,1814,528,479,1121,725,724,758,2
0,0,0,0,1665,1819,528,479,1121,725,728,762,2
0,0,0,0,1654,1820,531,480,1122,728,726,764,2
0,0,0,0,1623,1815,533,477,1137,732,734,764,2
0,0,0,0,1606,1776,541,472,1129,723,768,759,2
0,0,0,0,1704,1816,540,478,1141,735,769,774,2
0,0,0,0,1666,1819,523,478,1113,736,750,754,2
0,0,0,0,1665,1775,528,477,1120,722,724,664,2
0,0,0,0,1685,1814,520,473,1098,718,679,706,2
0,0,0,0,1647,1815,524,477,1085,712,465,650,2
0,0,0,0,1599,1817,520,479,1036,717,559,706,2
0,0,0,0,1588,1811,521,480,1029,716,589,675,2
0,0,0,0,1575,1822,522,480,1034,717,635,682,2
0,0,0,0,1630,1827,525,481,1068,717,667,694,2
0,0,0,0,1625,1825,520,480,1070,720,669,707,2
0,0,0,0,1629,1831,526,482,1076,727,677,725,2
0,0,0,0,1619,1834,526,483,1080,728,685,737,2
0,0,0,0,1607,1833,525,481,1079,724,689,736,2
0,0,0,0,1652,1830,528,477,1088,713,694,744,2
0,0,0,0,1640,1825,528,480,1091,715,701,744,2
0,0,0,0,1647,1841,529,480,1097,716,706,746,2
0,0,0,0,1642,1836,531,480,1101,719,710,752,2
0,0,0,0,1580,1830,531,480,1103,719,714,752,2
0,0,0,0,1647,1832,529,479,1095,716,716,754,2
0,0,0,0,1646,1833,529,480,1096,720,720,758,2
0,0,0,0,1645,1837,527,478,1096,723,726,764,2
0,0,0,0,1643,1842,529,479,1095,721,726,764,2
0,0,0,0,1627,1845,531,482,1095,723,723,760,2
0,0,0,0,1645,1842,531,483,1098,722,730,764,2
0,0,0,0,1641,1840,532,484,1102,727,730,766,2
0,0,0,0,1657,1848,532,483,1107,729,734,770,2
0,0,0,0,1651,1852,532,482,1105,728,734,769,2
0,0,0,0,1640,1850,533,482,1107,729,734,770,2
0,0,0,0,1644,1845,534,482,1107,727,739,769,2
0,0,0,0,1634,1842,532,482,1109,729,743,768,2
0,0,0,0,1616,1834,532,482,1105,730,744,768,2
0,0,0,0,1659,1848,533,483,1109,730,741,768,2
0,0,0,0,1655,1854,532,482,1114,732,746,770,2
0,0,0,0,1646,1848,532,484,1114,737,747,672,2
0,0,0,0,1631,1851,533,484,1097,735,557,710,2
0,0,0,0,1607,1841,531,484,1104,730,688,599,2
0,0,0,0,1676,1829,532,481,1108,720,659,640,2
0,0,0,0,1672,1833,530,484,1095,727,722,615,2
0,0,0,0,1670,1839,531,483,1080,709,613,577,2
0,0,0,0,1665,1845,533,482,1094,721,706,625,2
0,0,0,0,1625,1848,532,484,1097,716,650,604,2
0,0,0,0,1605,1839,531,484,1096,718,712,645,2
0,0,0,0,1614,1827,531,482,1082,711,659,522,2
0,0,0,0,1586,1827,533,480,1071,720,639,608,2
0,0,0,0,1616,1833,534,483,1071,733,540,574,2
0,0,0,0,1605,1818,536,484,1092,725,671,627,2
0,0,0,0,1650,1813,535,481,1105,734,759,695,2
0,0,0,0,1671,1795,536,480,1121,717,758,666,2
0,0,0,0,1656,1805,537,477,1125,728,757,688,2
0,0,0,0,1640,1834,530,484,1094,742,776,669,2
0,0,0,0,1626,1837,532,484,1109,739,797,684,2
0,0,0,0,1666,1842,532,485,1107,739,804,688,2
0,0,0,0,1663,1834,533,484,1107,741,803,694,2
0,0,0,0,1667,1838,533,486,1109,742,806,703,2
0,0,0,0,1658,1838,531,484,1110,744,815,709,2
0,0,0,0,1646,1836,532,485,1105,743,819,711,2
0,0,0,0,1655,1849,532,484,1105,745,812,711,2
0,0,0,0,1656,1845,531,485,1109,744,817,718,2
0,0,0,0,1658,1853,533,486,1115,746,821,720,2
0,0,0,0,1650,1852,532,485,1116,747,825,726,2
0,0,0,0,1631,1850,531,486,1115,748,827,731,2
0,0,0,0,1631,1846,532,486,1120,748,831,731,2
0,0,0,0,1681,1843,532,487,1121,749,833,735,2
0,0,0,0,1696,1850,530,484,1121,748,835,736,2
0,0,0,0,1696,1857,530,484,1120,747,833,741,2
0,0,0,0,1690,1858,531,486,1122,747,833,737,2
0,0,0,0,1686,1854,529,485,1125,752,838,743,2
0,0,0,0,1677,1853,530,487,1126,753,840,743,2
0,0,0,0,1670,1858,531,486,1126,753,841,747,2
0,0,0,0,1672,1863,531,488,1129,753,845,744,2
0,0,0,0,1671,1860,531,487,1128,755,842,746,2
0,0,0,0,1667,1858,530,486,1126,757,848,746,2
0,0,0,0,1624,1855,531,485,1125,753,849,750,2
0,0,0,0,1637,1854,530,485,1127,753,850,753,2
0,0,0,0,1641,1856,532,486,1129,754,850,753,2
0,0,0,0,1640,1870,529,488,1134,757,844,751,2
0,0,0,0,1637,1871,531,488,1133,759,849,756,2
0,0,0,0,1651,1871,531,488,1135,760,850,760,2
0,0,0,0,1649,1874,531,489,1133,759,850,760,2
0,0,0,0,1637,1862,531,490,1135,758,855,757,2
0,0,0,0,1623,1861,531,489,1133,757,858,758,2
0,0,0,0,1631,1861,530,489,1129,754,860,761,2
0,0,0,0,1636,1869,533,489,1135,755,858,756,2
0,0,0,0,1629,1871,533,490,1139,760,855,758,2
0,0,0,0,1680,1874,535,491,1140,760,860,766,2
0,0,0,0,1682,1874,534,491,1139,761,862,765,2
0,0,0,0,1676,1873,533,492,1139,759,862,763,2
0,0,0,0,1662,1856,533,492,1139,760,868,767,2
0,0,0,0,1670,1865,533,491,1141,759,866,769,2
0,0,0,0,1666,1870,532,491,1140,758,865,770,2
0,0,0,0,1656,1877,531,491,1142,756,859,771,2
0,0,0,0,1650,1878,533,492,1142,757,860,770,2
0,0,0,0,1658,1874,533,492,1144,759,863,773,2
0,0,0,0,1646,1869,531,492,1145,760,871,777,2
0,0,0,0,1637,1865,529,490,1145,760,870,779,2
0,0,0,0,1654,1874,532,489,1146,755,872,779,2
0,0,0,0,1643,1875,530,490,1145,756,863,776,2
0,0,0,0,1623,1872,529,490,1149,754,871,774,2
0,0,0,0,1639,1859,531,488,1159,752,871,771,2
0,0,0,0,1624,1744,541,482,899,745,679,550,2
0,0,0,0,1643,1677,542,477,895,744,692,553,2
0,0,0,0,1624,1630,544,476,958,742,788,562,2
0,0,0,0,1687,1694,542,479,995,756,793,561,2
0,0,0,0,1683,1702,543,480,1003,757,792,595,2
0,0,0,0,1667,1693,544,480,1013,754,809,608,2
0,0,0,0,1668,1717,545,481,1029,757,786,609,2
0,0,0,0,1678,1742,542,485,1034,761,815,623,2
0,0,0,0,1674,1750,547,483,1070,763,855,607,2
0,0,0,0,1678,1758,546,486,1062,764,860,620,2
0,0,0,0,1696,1755,546,486,1054,762,846,636,2
0,0,0,0,1711,1759,547,486,1074,764,870,639,2
0,0,0,0,1703,1763,547,486,1081,765,876,650,2
0,0,0,0,1686,1770,536,486,1016,764,814,655,2
0,0,0,0,1658,1773,522,488,989,766,675,657,2
0,0,0,0,1658,1777,531,487,1013,763,725,658,2
0,0,0,0,1662,1786,531,487,1008,765,701,663,2
0,0,0,0,1634,1779,533,488,1013,766,713,669,2
0,0,0,0,1661,1790,534,489,1016,768,719,677,2
0,0,0,0,1655,1791,527,489,990,766,655,678,2
0,0,0,0,1662,1798,529,491,1000,772,704,687,2
0,0,0,0,1666,1796,529,487,1025,772,740,679,2
0,0,0,0,1658,1800,522,489,958,769,568,681,2
0,0,0,0,1648,1802,510,490,949,769,562,687,2
0,0,0,0,1654,1805,510,491,968,771,598,690,2
0,0,0,0,1659,1814,501,493,972,770,608,694,2
0,0,0,0,1667,1820,492,491,940,755,564,681,2
0,0,0,0,1675,1815,497,491,878,739,523,600,2
0,0,0,0,1658,1798,497,491,876,746,593,659,2
0,0,0,0,1647,1766,499,489,769,714,551,638,2
0,0,0,0,1639,1756,504,494,827,717,589,680,2
0,0,0,0,1678,1764,506,495,872,668,630,688,2
0,0,0,0,1677,1714,515,497,817,597,581,670,2
0,0,0,0,1574,1632,453,430,600,563,484,618,2
0,0,0,0,1583,1673,491,449,701,535,406,611,2
0,0,0,0,1626,1764,491,467,763,576,558,654,2
0,0,0,0,1622,1741,497,471,774,580,509,683,2
0,0,0,0,1626,1791,497,475,795,591,578,701,2
0,0,0,0,1625,1816,498,476,811,589,585,701,2
0,0,0,0,1614,1824,497,476,823,587,598,701,2
0,0,0,0,1659,1827,499,474,835,588,616,708,2
0,0,0,0,1662,1841,498,476,833,586,632,718,2
0,0,0,0,1683,1851,498,478,839,609,636,660,2
0,0,0,0,1468,1619,426,434,767,587,626,548,2
0,0,0,0,1303,1360,351,313,842,425,706,412,2
0,0,0,0,1364,1312,467,478,775,464,754,744,2
0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,862,641,229,404,942,735,0,907,3
0,0,0,0,960,934,278,312,1057,557,0,251,3
0,0,0,0,768,692,122,246,722,679,0,273,3
0,0,0,0,1058,976,312,299,884,420,0,226,3
0,0,0,0,1052,973,255,285,909,511,0,255,3
0,0,0,0,1077,1012,238,292,987,530,0,273,3
0,0,0,0,1130,1058,244,293,980,551,0,299,3
0,0,0,0,1133,1064,233,300,930,578,0,270,3
0,0,0,0,1126,1091,238,300,987,488,0,258,3
0,0,0,0,1144,1100,249,307,1027,557,0,336,3
0,0,0,0,1107,1111,250,306,1058,596,0,384,3
0,0,0,0,1011,1061,281,324,1127,607,0,263,3
0,0,0,0,1002,1056,268,323,894,599,0,342,3
0,0,0,0,1106,1084,277,309,796,550,0,240,3
0,0,0,0,1126,1081,271,312,772,542,0,260,3
0,0,0,0,1069,917,282,312,1146,577,0,291,3
0,0,0,0,1192,984,316,316,1255,588,0,362,3
0,0,0,0,1216,835,319,308,1026,563,0,263,3
0,0,0,0,1160,883,310,300,907,611,0,314,3
0,0,0,0,1207,904,316,300,1004,579,0,303,3
0,0,0,0,1222,956,322,307,1035,606,0,333,3
0,0,0,0,1220,974,326,307,1073,622,0,356,3
0,0,0,0,1234,998,329,310,1085,638,0,400,3
0,0,0,0,1240,1001,329,311,1090,645,0,419,3
0,0,0,0,1243,1014,329,315,1101,651,0,429,3
0,0,0,0,1243,1014,335,317,1102,660,0,444,3
0,0,0,0,1250,1019,337,317,1127,668,0,449,3
0,0,0,0,1251,1020,336,317,1132,665,0,456,3
0,0,0,0,1255,1027,336,319,1140,674,0,459,3
0,0,0,0,1263,1031,335,319,1137,678,0,468,3
0,0,0,0,1251,1036,337,321,1141,671,0,473,3
0,0,0,0,1256,1038,338,321,1139,679,0,476,3
0,0,0,0,1253,1040,339,321,1151,701,0,479,3
0,0,0,0,1266,1046,337,329,1150,708,0,484,3
0,0,0,0,1250,1042,326,325,1175,685,0,403,3
0,0,0,0,1251,1050,336,330,1188,680,0,445,3
0,0,0,0,1250,1050,337,324,1144,669,0,458,3
0,0,0,0,1261,1056,339,323,1121,672,0,393,3
0,0,0,0,1240,1060,339,323,1129,676,0,420,3
0,0,0,0,1280,1064,343,327,1118,687,0,446,3
0,0,0,0,1273,1068,342,326,1122,688,0,466,3
0,0,0,0,1273,1070,341,326,1107,705,0,405,3
0,0,0,0,1286,1071,345,332,1107,718,0,459,3
0,0,0,0,1289,1077,344,340,1119,726,0,461,3
0,0,0,0,1276,1077,345,339,1128,745,0,485,3
0,0,0,0,1269,1075,344,340,1119,740,0,504,3
0,0,0,0,1238,1077,343,339,1114,741,0,514,3
0,0,0,0,1281,1088,346,338,1124,746,0,494,3
0,0,0,0,1286,1091,347,336,1126,745,0,508,3
0,0,0,0,1275,1087,345,334,1119,749,4,504,3
0,0,0,0,1280,1096,347,336,1123,750,0,524,3
0,0,0,0,1283,1097,350,336,1124,753,0,515,3
0,0,0,0,1270,1102,349,338,1128,761,0,523,3
0,0,0,0,1274,1096,350,337,1125,756,0,527,3
0,0,0,0,1323,1097,349,338,1120,764,0,532,3
0,0,0,0,1333,1099,352,339,1106,770,0,535,3
0,0,0,0,1338,1101,352,340,1110,770,0,536,3
0,0,0,0,1341,1102,351,340,1117,772,0,541,3
0,0,0,0,1346,1104,352,343,1121,771,0,545,3
0,0,0,0,1349,1104,354,344,1118,768,0,546,3
0,0,0,0,1353,1105,355,344,1122,773,0,547,3
0,0,0,0,1350,1108,354,345,1121,776,0,553,3
0,0,0,0,1351,1109,352,344,1123,779,0,551,3
0,0,0,0,1342,1110,353,346,1121,768,0,550,3
0,0,0,0,1342,1105,350,343,1119,764,0,489,3
0,0,0,0,1348,1107,355,345,1114,772,0,495,3
0,0,0,0,1354,1108,356,345,1112,770,0,504,3
0,0,0,0,1358,1106,356,344,1117,769,0,505,3
0,0,0,0,1364,1108,357,345,1126,746,0,358,3
0,0,0,0,1362,1109,357,346,1128,731,0,378,3
0,0,0,0,1359,1104,356,348,1132,733,0,412,3
0,0,0,0,1367,1105,357,346,1143,734,0,432,3
0,0,0,0,1361,1110,359,347,1145,741,0,445,3
0,0,0,0,1361,1107,358,346,1148,741,0,447,3
0,0,0,0,1361,1108,357,347,1145,741,0,452,3
0,0,0,0,1361,1109,357,348,1137,730,9,429,3
0,0,0,0,1359,1117,358,347,1136,713,0,274,3
0,0,0,0,1365,1124,348,344,1113,724,0,391,3
0,0,0,0,1337,1113,337,326,1047,557,0,371,3
0,0,0,0,1333,1126,344,330,1073,510,11,387,3
0,0,0,0,1297,1125,344,331,1080,538,15,352,3
0,0,0,0,1329,1130,352,333,1071,589,0,451,3
0,0,0,0,1355,1133,353,335,1076,564,13,387,3
0,0,0,0,1358,1137,357,334,1042,586,1,387,3
0,0,0,0,1324,1143,357,334,1096,557,21,322,3
0,0,0,0,1327,1137,357,336,1106,575,23,351,3
0,0,0,0,1348,1138,361,333,1108,620,20,356,3
0,0,0,0,1356,1139,363,335,1130,630,22,353,3
0,0,0,0,1360,1141,363,336,1143,632,20,393,3
0,0,0,0,1360,1146,362,335,1155,621,21,364,3
0,0,0,0,1344,1144,362,335,1150,641,29,472,3
0,0,0,0,1346,1142,362,337,1156,644,33,487,3
0,0,0,0,1362,1146,363,334,1160,646,25,501,3
0,0,0,0,1365,1153,363,334,1169,649,26,517,3
0,0,0,0,1368,1156,366,336,1174,651,26,514,3
0,0,0,0,1357,1148,362,335,1172,648,28,542,3
0,0,0,0,1342,1148,363,339,1176,653,32,559,3
0,0,0,0,1358,1156,364,338,1181,655,31,572,3
0,0,0,0,1359,1160,362,337,1180,652,32,578,3
0,0,0,0,1356,1160,364,337,1185,652,30,576,3
0,0,0,0,1351,1158,365,335,1179,638,22,581,3
0,0,0,0,1337,1154,366,341,1184,657,33,593,3
0,0,0,0,1355,1163,370,341,1190,659,36,594,3
0,0,0,0,1347,1163,370,341,1197,664,29,608,3
0,0,0,0,1347,1159,370,342,1193,663,30,604,3
0,0,0,0,1327,1158,371,342,1191,667,31,616,3
0,0,0,0,1315,1152,369,341,1186,661,40,620,3
0,0,0,0,1324,1161,372,344,1186,666,37,617,3
0,0,0,0,1329,1167,372,344,1191,664,33,620,3
0,0,0,0,1310,1165,371,344,1195,655,34,606,3
0,0,0,0,1378,1171,374,345,1195,655,34,560,3
0,0,0,0,1329,1165,366,341,1169,622,34,406,3
0,0,0,0,1362,1152,372,338,1164,626,29,352,3
0,0,0,0,1366,1154,375,334,1158,652,27,414,3
0,0,0,0,1370,1160,395,333,1148,654,29,431,3
0,0,0,0,1373,1160,398,335,1153,663,37,459,3
0,0,0,0,1369,1156,399,337,1142,670,33,468,3
0,0,0,0,1364,1155,396,342,1133,674,33,469,3
0,0,0,0,1382,1167,398,341,1141,665,32,481,3
0,0,0,0,1368,1173,398,342,1151,631,32,502,3
0,0,0,0,1380,1177,399,344,1154,634,36,514,3
0,0,0,0,1372,1172,399,344,1159,632,37,509,3
0,0,0,0,1364,1170,398,343,1154,634,40,524,3
0,0,0,0,1357,1166,400,343,1152,639,37,541,3
0,0,0,0,1371,1171,400,344,1158,640,40,539,3
0,0,0,0,1365,1176,399,344,1160,630,41,540,3
0,0,0,0,1371,1177,398,345,1167,628,41,551,3
0,0,0,0,1368,1175,397,345,1162,629,42,554,3
0,0,0,0,1352,1169,399,351,1156,630,39,552,3
0,0,0,0,1361,1174,402,352,1168,641,40,560,3
0,0,0,0,1372,1175,402,354,1170,640,42,568,3
0,0,0,0,1374,1178,400,350,1171,637,36,569,3
0,0,0,0,1376,1176,401,354,1173,638,40,576,3
0,0,0,0,1372,1171,400,354,1170,645,37,580,3
0,0,0,0,1368,1169,401,354,1166,646,39,579,3
0,0,0,0,1372,1177,401,354,1169,637,40,455,3
0,0,0,0,1387,1178,402,353,1169,641,44,502,3
0,0,0,0,1392,1184,402,356,1177,639,42,402,3
0,0,0,0,1390,1174,404,353,1179,642,46,492,3
0,0,0,0,1373,1170,399,353,1158,642,47,470,3
0,0,0,0,1373,1175,401,355,1164,645,48,522,3
0,0,0,0,1393,1180,403,352,1164,645,30,505,3
0,0,0,0,1356,1116,353,343,1021,628,18,406,3
0,0,0,0,1216,983,329,426,916,816,0,504,3
0,0,0,0,1232,1034,340,424,900,872,0,521,3
0,0,0,0,1239,1059,340,429,900,888,0,487,3
0,0,0,0,1262,1074,335,428,902,881,0,543,3
0,0,0,0,1237,1079,333,433,922,901,0,597,3
0,0,0,0,1250,1098,341,393,950,876,0,528,3
0,0,0,0,1195,1098,344,408,879,904,0,479,3
0,0,0,0,1213,1052,340,430,861,886,0,370,3
0,0,0,0,1256,996,368,355,909,763,0,320,3
0,0,0,0,1104,977,328,328,951,518,0,396,3
0,0,0,0,1100,970,337,340,984,558,0,460,3
0,0,0,0,1148,1038,341,338,1001,571,0,426,3
0,0,0,0,1199,1055,325,336,1019,586,0,460,3
0,0,0,0,1216,1080,335,337,1014,594,0,471,3
0,0,0,0,1222,1100,336,337,1022,598,0,475,3
0,0,0,0,1233,1105,336,311,1029,612,0,507,3
0,0,0,0,1235,1114,339,339,1046,616,0,488,3
0,0,0,0,1243,1121,340,338,1044,624,0,502,3
0,0,0,0,1248,1123,335,342,1044,644,0,517,3
0,0,0,0,1242,1079,297,330,985,708,0,471,3
0,0,0,0,1224,1003,312,407,863,768,0,364,3
0,0,0,0,1256,1074,327,411,843,788,0,323,3
0,0,0,0,1284,1074,320,370,899,772,0,332,3
0,0,0,0,1309,1103,314,348,915,749,0,377,3
0,0,0,0,1305,1123,316,353,924,779,0,376,3
0,0,0,0,1322,1138,319,352,937,797,0,396,3
0,0,0,0,1322,1144,315,354,944,814,0,410,3
0,0,0,0,1317,1155,300,357,946,834,0,364,3
0,0,0,0,1328,1155,300,364,954,849,0,342,3
0,0,0,0,1317,1151,323,366,952,862,0,280,3
0,0,0,0,1293,1074,301,402,923,828,0,249,3
0,0,0,0,1305,1067,313,345,942,722,0,368,3
0,0,0,0,1292,1022,328,320,982,514,0,366,3
0,0,0,0,1308,1044,341,328,987,518,0,453,3
0,0,0,0,1318,1064,341,328,999,523,0,500,3
0,0,0,0,1325,1062,295,338,950,578,0,275,3
0,0,0,0,1332,1045,263,366,941,751,0,234,3
0,0,0,0,1316,1053,308,376,938,835,0,237,3
0,0,0,0,1316,1062,295,380,935,863,0,271,3
0,0,0,0,1318,1080,312,381,940,889,0,294,3
0,0,0,0,1326,1087,302,381,956,886,0,303,3
0,0,0,0,1336,1114,308,375,972,784,0,257,3
0,0,0,0,1332,1109,336,340,983,744,0,316,3
0,0,0,0,1319,1114,344,334,992,744,0,330,3
0,0,0,0,1341,1139,349,338,1003,765,0,317,3
0,0,0,0,1339,1149,350,342,1014,771,0,355,3
0,0,0,0,1343,1111,354,341,965,755,0,312,3
0,0,0,0,1336,1085,357,336,1043,754,0,369,3
0,0,0,0,1338,1110,356,339,1063,683,0,271,3
0,0,0,0,1322,1113,358,339,1075,752,0,277,3
0,0,0,0,1330,1134,360,344,1077,771,0,381,3
0,0,0,0,1342,1141,359,345,1086,777,0,387,3
0,0,0,0,1342,1129,358,343,1089,784,0,460,3
0,0,0,0,1323,1108,356,348,1097,783,0,375,3
0,0,0,0,1334,1120,356,349,1107,791,0,462,3
0,0,0,0,1337,1138,360,348,1106,790,0,432,3
0,0,0,0,1344,1151,361,348,1107,794,0,487,3
0,0,0,0,1306,1166,353,352,1088,794,0,388,3
0,0,0,0,1328,1187,358,349,1103,798,0,454,3
0,0,0,0,1305,1185,355,338,1113,543,0,396,3
0,0,0,0,1349,1183,357,340,1117,551,0,426,3
0,0,0,0,1365,1195,357,342,1119,601,0,437,3
0,0,0,0,1353,1192,357,344,1122,632,0,469,3
0,0,0,0,1351,1203,356,345,1133,650,0,442,3
0,0,0,0,1327,1204,354,348,1128,671,0,452,3
0,0,0,0,1344,1206,359,347,1133,660,0,461,3
0,0,0,0,1351,1215,359,348,1139,673,0,456,3
0,0,0,0,1352,1210,359,347,1140,670,0,467,3
0,0,0,0,1351,1219,361,349,1140,676,0,458,3
0,0,0,0,1363,1218,361,348,1143,682,0,474,3
0,0,0,0,1359,1218,362,349,1146,683,0,476,3
0,0,0,0,1364,1221,362,349,1148,682,0,482,3
0,0,0,0,1366,1219,363,348,1151,687,0,491,3
0,0,0,0,1370,1221,361,351,1152,687,0,500,3
0,0,0,0,1371,1223,362,350,1149,685,0,506,3
0,0,0,0,1361,1215,361,349,1151,683,0,515,3
0,0,0,0,1369,1220,361,348,1152,684,0,522,3
0,0,0,0,1383,1223,361,347,1151,687,0,523,3
0,0,0,0,1378,1223,361,349,1154,685,0,525,3
0,0,0,0,1380,1225,361,349,1158,679,0,528,3
0,0,0,0,1390,1223,361,350,1158,688,0,535,3
0,0,0,0,1391,1221,362,350,1158,691,0,541,3
0,0,0,0,1389,1221,361,349,1161,692,0,542,3
0,0,0,0,1385,1217,359,349,1155,687,0,546,3
0,0,0,0,1383,1221,361,350,1158,698,0,550,3
0,0,0,0,1382,1222,360,351,1161,696,0,550,3
0,0,0,0,1395,1232,361,351,1163,699,0,553,3
0,0,0,0,1394,1228,362,353,1166,713,0,553,3
0,0,0,0,1392,1226,365,353,1170,715,0,558,3
0,0,0,0,1386,1223,365,352,1170,713,0,567,3
0,0,0,0,1385,1224,362,353,1166,712,0,572,3
0,0,0,0,1387,1224,360,353,1167,722,0,569,3
0,0,0,0,1392,1222,364,354,1169,725,0,501,3
0,0,0,0,1395,1230,366,354,1173,729,0,528,3
0,0,0,0,1389,1228,366,356,1172,729,0,525,3
0,0,0,0,1350,1235,362,356,1161,721,0,355,3
0,0,0,0,1356,1243,366,356,1168,732,0,453,3
0,0,0,0,1381,1238,368,356,1180,739,0,493,3
0,0,0,0,1381,1232,366,355,1178,745,0,512,3
0,0,0,0,1384,1236,365,355,1183,739,0,535,3
0,0,0,0,1379,1236,364,355,1179,733,0,548,3
0,0,0,0,1371,1235,365,356,1179,726,0,552,3
0,0,0,0,1386,1243,366,357,1180,732,0,577,3
0,0,0,0,1389,1249,367,357,1180,730,0,581,3
0,0,0,0,1390,1250,367,357,1182,734,0,591,3
0,0,0,0,1391,1253,366,357,1188,735,0,598,3
0,0,0,0,1387,1243,367,358,1185,745,0,599,3
0,0,0,0,1383,1241,367,356,1187,743,0,599,3
0,0,0,0,1384,1243,366,358,1184,749,0,606,3
0,0,0,0,1389,1250,368,359,1178,746,0,606,3
0,0,0,0,1387,1250,369,359,1193,747,0,614,3
0,0,0,0,1389,1250,370,360,1183,748,0,617,3
0,0,0,0,1393,1246,369,359,1176,742,0,604,3
0,0,0,0,1393,1240,369,358,1182,737,0,538,3
0,0,0,0,1396,1253,370,360,1192,726,0,579,3
0,0,0,0,1392,1253,369,364,1186,719,0,593,3
0,0,0,0,1392,1253,369,360,1191,728,0,602,3
0,0,0,0,1390,1256,367,361,1189,726,0,612,3
0,0,0,0,1385,1257,366,360,1184,735,0,570,3
0,0,0,0,1389,1257,367,361,1190,740,0,552,3
0,0,0,0,1397,1258,367,360,1194,733,0,571,3
0,0,0,0,1397,1259,361,359,1188,752,0,488,3
0,0,0,0,1397,1180,309,348,1159,773,0,308,3
0,0,0,0,1406,1258,317,344,1148,759,0,251,3
0,0,0,0,1389,1244,331,344,1168,709,0,389,3
0,0,0,0,1397,1247,336,346,1171,706,0,418,3
0,0,0,0,1413,1253,331,341,1170,671,0,512,3
0,0,0,0,1414,1256,331,344,1175,676,0,469,3
0,0,0,0,1411,1256,332,346,1179,696,0,516,3
0,0,0,0,1397,1266,333,348,1184,697,0,505,3
0,0,0,0,1335,1268,333,348,1180,689,0,437,3
0,0,0,0,1369,1209,339,331,1189,700,0,496,3
0,0,0,0,1396,1220,341,338,1196,695,0,533,3
0,0,0,0,1407,1250,340,337,1187,682,0,565,3
0,0,0,0,1408,1262,337,341,1166,681,0,549,3
0,0,0,0,1271,986,348,320,1057,652,0,428,3
0,0,0,0,1336,1073,357,326,1093,662,0,497,3
0,0,0,0,1356,966,372,324,1237,646,0,541,3
0,0,0,0,1364,927,374,328,1271,667,0,440,3
0,0,0,0,1363,1054,331,331,934,695,0,535,3
0,0,0,0,1315,1086,294,345,819,708,0,565,3
0,0,0,0,1201,1055,289,349,763,678,0,503,3
0,0,0,0,1217,1067,294,349,800,662,0,530,3
0,0,0,0,1256,1086,301,347,843,653,0,583,3
0,0,0,0,1267,1110,301,349,874,679,0,610,3
0,0,0,0,1293,1112,303,350,896,719,0,618,3
0,0,0,0,1299,1121,303,348,912,724,0,628,3
0,0,0,0,1297,1127,307,350,930,727,0,635,3
0,0,0,0,1299,1136,307,352,938,733,0,639,3
0,0,0,0,1301,1135,311,354,950,734,0,657,3
0,0,0,0,1299,1134,310,353,958,738,0,659,3
0,0,0,0,1313,1123,315,351,974,740,0,659,3
0,0,0,0,1334,1121,321,350,1006,735,0,662,3
0,0,0,0,1329,1130,318,351,992,734,0,658,3
0,0,0,0,1335,1141,320,354,994,739,0,671,3
0,0,0,0,1346,1153,321,355,1000,744,0,680,3
0,0,0,0,1345,1154,324,356,1015,748,0,680,3
0,0,0,0,1346,1151,323,356,1029,745,0,684,3
0,0,0,0,1350,1148,324,353,1040,748,0,689,3
0,0,0,0,1350,1143,324,355,1044,750,0,690,3
0,0,0,0,1347,1142,324,355,1038,748,0,699,3
0,0,0,0,1347,1142,324,355,1043,747,0,698,3
0,0,0,0,1348,1145,322,355,1044,749,0,699,3
0,0,0,0,1351,1152,323,355,1049,750,0,703,3
0,0,0,0,1324,1139,318,356,1141,746,0,679,3
0,0,0,0,1350,1137,319,351,1171,743,0,675,3
0,0,0,0,1351,1107,324,358,1183,739,0,390,3
0,0,0,0,1269,861,260,430,1164,871,0,275,3
0,0,0,0,0,0,0,0,1021,920,0,856,3
0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,706,511,183,212,607,428,419,363,4
0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,1088,1161,355,60,546,156,255,15,4
0,0,0,0,741,875,340,108,700,339,426,467,4
0,0,0,0,544,651,295,99,620,417,0,303,4
0,0,0,0,841,1775,442,0,460,560,35,567,4
0,0,0,0,962,1026,381,0,533,251,163,389,4
860,115,0,0,1025,864,354,0,505,385,186,307,4
366,0,0,0,523,800,256,0,467,411,258,663,4
