index,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11
1689873034854,2641,810,0,0,1222,1638,186,354,1086,225,1472,0
1689873035354,2637,489,0,0,1234,1639,187,355,1087,225,1477,0
1689873035854,2625,445,0,0,1235,1636,186,353,1088,230,1487,0
1689873036354,2610,501,0,0,1233,1628,186,353,1086,234,1477,0
1689873036854,2620,608,0,0,1236,1632,185,353,1087,235,1475,0
1689873037354,2637,822,0,0,1225,1635,187,348,1081,230,1474,0
1689873037854,2624,534,0,0,1218,1641,186,350,1084,233,1478,0
1689873038354,2621,466,0,0,1218,1636,186,351,1087,230,1475,0
1689873038854,2624,539,0,0,1230,1636,187,353,1089,232,1472,0
1689873039354,2626,571,0,0,1231,1638,187,353,1090,237,1477,0
1689873039854,2635,819,0,0,1242,1641,186,350,1092,231,1474,0
1689873040354,2618,545,0,0,1225,1642,187,350,1097,232,1479,0
1689873040854,2608,363,0,0,1221,1632,187,352,1097,234,1476,0
1689873041354,2608,432,0,0,1218,1633,186,349,1092,236,1477,0
1689873041854,2618,481,0,0,1215,1634,187,351,1106,231,1475,0
1689873042354,2637,784,0,0,1240,1643,187,350,1109,238,1472,0
1689873042854,2631,495,0,0,1216,1642,188,350,1110,232,1474,0
1689873043354,2625,449,0,0,1212,1637,188,352,1099,234,1465,0
1689873043854,2618,437,0,0,1208,1637,188,352,1116,230,1474,0
1689873044354,2608,428,0,0,1206,1637,188,351,1106,232,1474,0
1689873044854,2627,715,0,0,1215,1639,189,350,1122,228,1479,0
1689873045354,2624,705,0,0,1217,1639,189,348,1120,230,1481,0
1689873045854,2606,467,0,0,1204,1633,189,349,1104,226,1475,0
1689873046354,2619,439,0,0,1209,1639,189,350,1108,227,1470,0
1689873046854,2611,406,0,0,1202,1643,190,351,1113,225,1473,0
1689873047354,2646,670,0,0,1224,1647,190,355,1119,226,1469,0
1689873047854,2646,783,0,0,1224,1648,190,353,1125,226,1481,0
1689873048354,2631,456,0,0,1216,1646,191,353,1124,225,1478,0
1689873048854,2618,435,0,0,1208,1644,191,353,1119,225,1475,0
1689873049354,2613,400,0,0,1201,1639,190,355,1116,217,1477,0
1689873049854,2633,639,0,0,1222,1645,190,353,1127,222,1485,0
1689873050354,2641,831,0,0,1242,1644,190,353,1118,223,1467,0
1689873050854,2634,464,0,0,1213,1647,190,352,1116,219,1472,0
1689873051354,2631,399,0,0,1210,1643,192,353,1113,217,1472,0
1689873051854,2629,411,0,0,1216,1647,191,353,1128,224,1480,0
1689873052354,2651,671,0,0,1230,1647,192,353,1129,216,1480,0
1689873052854,2649,742,0,0,1239,1648,192,353,1127,201,1479,0
1689873053354,2615,490,0,0,1214,1640,192,355,1118,207,1477,0
1689873053854,2615,406,0,0,1213,1642,191,354,1123,205,1477,0
1689873054354,2603,389,0,0,1212,1645,192,352,1127,202,1481,0
1689873054854,2649,650,0,0,1234,1649,193,353,1130,199,1481,0
1689873055354,2640,546,0,0,1239,1650,191,354,1126,194,1469,0
1689873055854,2628,400,0,0,1222,1650,193,354,1131,195,1472,0
1689873056354,2626,379,0,0,1224,1650,192,355,1130,205,1473,0
1689873056854,2613,382,0,0,1227,1648,192,354,1131,202,1482,0
1689873057354,2641,186,0,0,1232,1653,192,352,1134,199,1496,0
1689873057854,2686,498,0,0,1255,1649,190,355,1133,198,1484,0
1689873058354,2701,566,0,0,1261,1649,191,352,1128,194,1476,0
1689873058854,2717,509,0,0,1254,1652,192,353,1129,201,1476,0
1689873059354,2701,592,0,0,1261,1658,192,354,1124,212,1468,0
1689873059854,2665,402,0,0,1230,1656,194,354,1121,209,1478,0
1689873060354,2638,343,0,0,1224,1653,192,355,1122,211,1478,0
1689873060854,2623,395,0,0,1229,1654,193,354,1121,208,1492,0
1689873061354,2616,318,0,0,1225,1655,193,355,1124,218,1501,0
1689873061854,2624,583,0,0,1238,1653,194,357,1117,213,1479,0
1689873062354,2621,592,0,0,1237,1654,193,356,1118,214,1478,0
1689873062854,2621,462,0,0,1231,1652,192,356,1102,212,1476,0
1689873063354,2608,416,0,0,1230,1653,193,355,1102,214,1477,0
1689873063854,2599,416,0,0,1232,1661,192,355,1119,201,1492,0
1689873064354,2627,583,0,0,1238,1660,193,356,1111,196,1471,0
1689873064854,2640,706,0,0,1263,1661,193,355,1114,198,1470,0
1689873065354,2634,481,0,0,1242,1661,193,355,1109,197,1474,0
1689873065854,2608,428,0,0,1235,1661,194,355,1112,201,1475,0
1689873066354,2598,376,0,0,1232,1658,193,354,1121,188,1491,0
1689873066854,2599,371,0,0,1237,1659,194,352,1130,153,1498,0
1689873067354,2626,691,0,0,1257,1660,192,354,1122,174,1478,0
1689873067854,2639,690,0,0,1250,1666,193,354,1122,175,1476,0
1689873068354,2619,419,0,0,1237,1666,193,353,1119,162,1475,0
1689873068854,2601,451,0,0,1231,1665,193,351,1121,138,1493,0
1689873069354,2601,450,0,0,1233,1663,194,352,1130,103,1489,0
1689873069854,2608,560,0,0,1235,1665,194,355,1125,103,1482,0
1689873070354,2611,752,0,0,1259,1661,194,354,1127,79,1479,0
1689873070854,2605,394,0,0,1232,1659,193,352,1136,59,1498,0
1689873071354,2583,411,0,0,1228,1659,193,353,1126,39,1481,0
1689873071854,2592,416,0,0,1224,1660,193,352,1127,27,1486,0
1689873072354,2577,446,0,0,1221,1666,194,354,1129,11,1489,0
1689873072854,2608,576,0,0,1228,1667,194,355,1128,0,1474,0
1689873073354,2622,773,0,0,1249,1669,193,357,1136,0,1476,0
1689873073854,2618,561,0,0,1219,1667,194,358,1121,0,1483,0
1689873074354,2590,471,0,0,1204,1668,194,356,1128,0,1494,0
1689873074854,2576,444,0,0,1250,1661,193,353,1140,0,1502,0
1689873075354,2576,528,0,0,1256,1662,194,354,1125,0,1488,0
1689873075854,2607,709,0,0,1275,1663,195,356,1135,0,1488,0
1689873076354,2622,780,0,0,1282,1670,193,355,1136,0,1477,0
1689873076854,2613,523,0,0,1263,1671,195,357,1130,0,1489,0
1689873077354,2601,464,0,0,1255,1670,195,357,1144,0,1500,0
1689873077854,2606,560,0,0,1264,1671,194,358,1129,0,1491,0
1689873078354,2619,592,0,0,1267,1674,194,356,1138,17,1487,0
1689873078854,2611,779,0,0,1280,1671,193,357,1142,13,1498,0
1689873079354,2608,522,0,0,1259,1667,194,357,1141,0,1493,0
1689873079854,2597,531,0,0,1255,1666,194,356,1138,40,1492,0
1689873080354,2598,464,0,0,1255,1667,193,357,1136,57,1482,0
1689873080854,2586,470,0,0,1261,1673,195,357,1141,66,1495,0
1689873081354,2622,662,0,0,1281,1674,194,359,1137,111,1485,0
1689873081854,2630,816,0,0,1300,1674,195,359,1143,142,1482,0
1689873082354,2610,448,0,0,1271,1674,195,358,1146,166,1504,0
1689873082854,2590,531,0,0,1263,1670,194,359,1142,203,1482,0
1689873083354,2591,528,0,0,1261,1667,195,360,1141,238,1490,0
1689873083854,2601,526,0,0,1265,1669,195,359,1146,288,1489,0
1689873084354,2614,812,0,0,1294,1671,194,357,1144,323,1511,0
1689873084854,2630,709,0,0,1281,1675,194,357,1146,357,1494,0
1689873085354,2634,695,0,0,1288,1677,195,358,1145,391,1488,0
1689873085854,2630,562,0,0,1280,1677,194,360,1147,435,1495,0
1689873086354,2624,547,0,0,1269,1678,193,359,1148,481,1498,0
1689873086854,2619,496,0,0,1273,1676,194,357,1151,512,1516,0
1689873087354,2608,451,0,0,1292,1675,194,360,1151,559,1498,0
1689873087854,2607,473,0,0,1296,1666,194,360,1150,588,1499,0
1689873088354,2578,546,0,0,1278,1671,195,359,1150,638,1504,0
1689873088854,2597,505,0,0,1285,1664,194,358,1148,665,1495,0
1689873089354,2624,365,0,0,1306,1678,195,358,1150,702,1490,0
1689873089854,2667,623,0,0,1320,1678,195,358,1148,740,1480,0
1689873090354,2638,281,0,0,1277,1672,195,359,1153,789,1490,0
1689873090854,2623,330,0,0,1270,1676,193,356,1157,826,1510,0
1689873091354,2609,391,0,0,1268,1676,192,357,1149,862,1493,0
1689873091854,2602,423,0,0,1265,1674,194,358,1146,884,1489,0
1689873092354,2583,502,0,0,1271,1673,194,359,1134,896,1485,0
1689873092854,2589,590,0,0,1275,1675,194,355,1151,901,1506,0
1689873093354,2640,756,0,0,1313,1680,194,356,1148,867,1485,0
1689873093854,2624,494,0,0,1287,1680,195,358,1149,846,1489,0
1689873094354,2576,506,0,0,1275,1672,194,357,1151,782,1489,0
1689873094854,2593,368,0,0,1264,1675,195,356,1153,727,1494,0
1689873095354,2624,688,0,0,1308,1678,195,356,1153,657,1508,0
1689873095854,2624,523,0,0,1283,1677,195,355,1148,615,1490,0
1689873096354,2619,463,0,0,1276,1677,195,357,1148,569,1489,0
1689873096854,2607,448,0,0,1277,1676,194,356,1148,524,1489,0
1689873097354,2599,519,0,0,1278,1676,195,357,1151,494,1507,0
1689873097854,2599,547,0,0,1291,1675,195,357,1147,456,1489,0
1689873098354,2558,576,0,0,1300,1676,196,359,1147,426,1489,0
1689873098854,2534,469,0,0,1297,1669,195,357,1145,361,1487,0
1689873099354,2522,347,0,0,1279,1675,195,354,1146,368,1513,0
1689873099854,2551,585,0,0,1303,1679,196,357,1131,345,1493,0
1689873100354,2611,807,0,0,1317,1679,194,357,1139,317,1486,0
1689873100854,2611,777,0,0,1303,1680,195,357,1144,294,1485,0
1689873101354,2608,699,0,0,1288,1680,196,357,1135,274,1493,0
1689873101854,2618,624,0,0,1287,1685,196,355,1150,232,1506,0
1689873102354,2594,562,0,0,1287,1686,196,358,1148,244,1493,0
1689873102854,2590,528,0,0,1280,1683,195,357,1154,232,1495,0
1689873103354,2582,463,0,0,1277,1682,196,355,1154,223,1513,0
1689873103854,2578,526,0,0,1283,1679,195,356,1149,214,1497,0
1689873104355,2576,585,0,0,1291,1677,195,356,1151,209,1492,0
1689873104855,2558,495,0,0,1298,1673,195,358,1154,207,1495,0
1689873105355,2559,462,0,0,1295,1674,196,356,1148,216,1492,0
1689873105855,2601,583,0,0,1283,1680,195,355,1153,227,1499,0
1689873106355,2634,802,0,0,1322,1685,195,356,1150,220,1480,0
1689873106855,2623,709,0,0,1300,1685,195,357,1137,221,1495,0
1689873107355,2607,554,0,0,1281,1681,195,357,1156,229,1492,0
1689873107855,2590,463,0,0,1274,1681,198,353,1159,223,1518,0
1689873108355,2594,541,0,0,1278,1680,198,354,1152,228,1501,0
1689873108855,2569,577,0,0,1280,1678,198,355,1141,235,1495,0
1689873109355,2576,522,0,0,1272,1681,198,354,1142,232,1510,0
1689873109855,2615,739,0,0,1309,1683,199,354,1158,230,1510,0
1689873110355,2633,675,0,0,1298,1685,198,354,1154,231,1497,0
1689873110855,2619,567,0,0,1286,1687,199,355,1143,229,1496,0
1689873111355,2596,596,0,0,1302,1680,199,357,1143,225,1495,0
1689873111855,2582,591,0,0,1300,1680,200,355,1162,233,1516,0
1689873112355,2576,499,0,0,1300,1677,199,355,1158,223,1518,0
1689873112855,2611,649,0,0,1309,1683,198,356,1157,200,1499,0
1689873113355,2630,803,0,0,1325,1685,199,358,1159,210,1496,0
1689873113855,2615,592,0,0,1280,1686,199,359,1148,202,1505,0
1689873114355,2627,450,0,0,1268,1687,197,357,1159,195,1516,0
1689873114855,2626,621,0,0,1303,1691,199,358,1148,180,1501,0
1689873115355,2627,673,0,0,1304,1692,200,359,1158,164,1503,0
1689873115855,2625,567,0,0,1286,1686,199,359,1148,153,1500,0
1689873116355,2615,508,0,0,1281,1686,198,359,1165,133,1520,0
1689873116855,2611,582,0,0,1293,1685,199,359,1144,126,1507,0
1689873117355,2618,557,0,0,1305,1685,200,359,1157,123,1499,0
1689873117855,2615,415,0,0,1298,1685,199,358,1161,122,1520,0
1689873118355,2639,695,0,0,1317,1683,201,360,1158,116,1500,0
1689873118855,2646,702,0,0,1323,1687,200,359,1159,107,1501,0
1689873119355,2640,636,0,0,1306,1690,200,361,1159,114,1501,0
1689873119855,2637,527,0,0,1288,1686,199,362,1163,118,1517,0
1689873120355,2612,528,0,0,1283,1687,201,360,1169,136,1525,0
1689873120855,2623,601,0,0,1302,1686,200,360,1162,133,1513,0
1689873121355,2618,496,0,0,1297,1686,201,361,1163,129,1520,0
1689873121855,2629,760,0,0,1326,1687,200,361,1164,133,1506,0
1689873122355,2640,777,0,0,1322,1687,201,360,1167,162,1523,0
1689873122855,2647,580,0,0,1299,1686,200,359,1169,154,1525,0
1689873123355,2640,630,0,0,1308,1690,201,360,1165,179,1521,0
1689873123855,2620,656,0,0,1297,1692,202,361,1166,172,1525,0
1689873124355,2615,530,0,0,1286,1686,201,364,1169,176,1525,0
1689873124855,2608,441,0,0,1287,1687,200,359,1174,188,1537,0
1689873125355,2630,732,0,0,1322,1686,201,361,1164,210,1520,0
1689873125855,2634,839,0,0,1327,1686,201,360,1168,197,1527,0
1689873126355,2627,523,0,0,1296,1688,200,361,1165,211,1526,0
1689873126855,2610,402,0,0,1287,1690,200,358,1171,209,1535,0
1689873127355,2637,698,0,0,1322,1688,201,359,1169,215,1524,0
1689873127855,2656,671,0,0,1307,1694,201,357,1165,216,1516,0
1689873128355,2618,521,0,0,1293,1690,201,359,1167,222,1520,0
1689873128855,2464,0,0,0,1145,1624,246,368,798,225,1451,0
1689873129355,2417,769,0,0,1417,1429,231,286,514,229,556,0
1689873129855,0,0,0,0,1929,1587,325,283,617,4039,80,351
1689873196821,1987,2074,0,648,1900,1189,484,72,0,3585,0,1200
1689873197321,2032,2015,0,701,1912,1203,485,74,0,3574,0,1217
1689873197821,2005,1899,0,423,1915,1209,480,64,0,3598,0,1229
1689873198321,1947,1926,0,134,1913,1206,482,64,0,3572,0,1242
1689873198821,1995,1990,0,112,1925,1207,490,66,0,3574,0,1254
1689873199321,1906,1911,0,70,1931,1198,493,52,0,3617,0,1263
1689873199821,2007,1961,0,256,1934,1209,493,54,0,3572,0,1269
1689873200321,2071,2005,0,354,1932,1205,490,67,0,3562,0,1273
1689873200821,2064,2017,0,268,1932,1204,494,71,0,3568,0,1278
1689873201321,1982,2003,0,96,1934,1208,493,74,0,3534,0,1284
1689873201821,1663,2011,0,549,1944,1183,495,66,0,3528,0,1285
1689873202321,1708,1982,0,284,1946,1177,496,57,0,3533,0,1292
1689873202821,1744,1979,0,0,1952,1186,496,57,0,3556,0,1302
1689873203321,1465,1824,0,146,1956,1200,495,56,0,3548,0,1302
1689873203821,743,1843,0,126,1962,1047,495,24,0,3567,0,1288
1689873204321,599,1865,0,39,1956,1084,495,63,0,3563,0,1291
1689873204821,811,1865,0,0,1954,1102,491,65,0,3564,0,1300
1689873205321,834,1835,0,0,1955,1128,489,81,0,3589,0,1304
1689873205821,903,1744,0,0,1955,1143,490,83,0,3596,0,1312
1689873206321,1139,1866,0,0,1910,1154,499,73,0,3601,0,1308
1689873206821,1087,1810,0,0,1913,1155,498,55,0,3598,0,1314
1689873207321,821,1806,0,0,1926,1122,498,72,0,3613,0,1319
1689873207821,767,1789,0,0,1936,1119,501,76,0,3626,0,1324
1689873208321,857,1790,0,0,1936,1131,501,69,0,3673,0,1322
1689873208821,960,1824,0,0,1938,1138,501,74,0,3654,0,1325
1689873209321,1206,1910,0,0,1941,1154,502,74,0,3627,0,1320
1689873209821,1186,1837,0,0,1948,1165,501,72,0,3661,0,1327
1689873210321,1231,1833,0,0,1947,1160,504,73,0,3626,0,1336
1689873210821,1281,1882,0,0,1939,1164,501,83,0,3649,0,1336
1689873211321,1255,1904,0,0,1946,1159,496,84,0,3658,0,1338
1689873211821,1296,1872,0,0,1952,1168,500,84,0,3653,0,1336
1689873212321,1379,1927,0,0,1955,1179,504,87,0,3684,0,1344
1689873212821,1372,1830,0,0,1958,1183,504,82,0,3651,0,1347
1689873213321,1359,1830,0,0,1960,1181,502,83,0,3809,0,1351
1689873213821,1377,1840,0,0,1963,1192,504,84,0,3836,0,1352
1689873214321,1412,1863,0,0,1964,1195,503,87,0,3914,0,1349
1689873214821,1411,1826,0,0,1962,1200,505,86,0,3891,0,1349
1689873215321,1497,1921,0,0,1959,1205,505,90,0,3919,0,1359
1689873215821,1498,1898,0,0,1964,1210,503,86,0,3908,0,1353
1689873216321,1441,1851,0,0,1963,1216,504,89,0,3906,0,1356
1689873216821,1435,1831,0,0,1964,1221,502,90,0,3922,0,1357
1689873217321,1455,1871,0,0,1964,1217,504,91,0,3934,0,1359
1689873217821,1467,1870,0,0,1965,1223,497,91,0,3958,0,1362
1689873218321,1566,1943,0,0,1966,1222,498,88,0,3963,0,1364
1689873218821,1559,1942,0,0,1967,1228,498,91,0,3973,0,1368
1689873219321,1502,1877,0,0,1962,1224,497,91,0,3978,0,1370
1689873219821,1481,1894,0,0,1967,1220,498,92,0,3978,0,1377
1689873220321,1502,1905,0,0,1972,1218,498,91,0,3980,0,1375
1689873220821,1595,1913,0,0,1975,1228,499,93,0,3973,0,1368
1689873221321,1677,1983,0,0,1974,1222,492,96,0,3987,0,1369
1689873221821,1600,1890,0,0,1974,1219,495,87,0,3991,0,1374
1689873222321,1526,1861,0,0,1973,1222,494,82,0,3991,0,1380
1689873222821,1502,1859,0,0,1976,1217,495,88,0,3994,0,1382
1689873223321,1517,1863,0,0,1977,1219,493,89,0,3994,0,1381
1689873223821,1552,1895,0,0,1969,1214,493,91,0,3992,0,1385
1689873224321,1609,1916,0,0,1979,1232,492,94,0,3995,0,1382
1689873224821,1667,1969,0,0,1981,1235,494,96,0,3984,0,1385
1689873225321,1630,1904,0,0,1979,1235,494,95,0,3995,0,1382
1689873225821,1570,1889,0,0,1979,1232,494,98,0,3993,0,1387
1689873226321,1568,1898,0,0,1979,1239,495,101,0,3999,0,1391
1689873226821,1595,1906,0,0,1974,1245,494,101,0,3997,0,1391
1689873227321,1621,1921,0,0,1979,1244,492,98,0,4001,0,1391
1689873227821,1693,1971,0,0,1978,1247,496,97,0,4000,0,1394
1689873228322,1667,1963,0,0,1976,1248,494,98,0,3992,0,1394
1689873228822,1600,1935,0,0,1982,1247,495,98,0,3990,0,1398
1689873229322,1584,1942,0,0,1983,1255,496,100,0,3982,0,1398
1689873229822,1575,1942,0,0,1982,1248,497,100,0,3989,0,1395
1689873230322,1638,1966,0,0,1985,1255,496,100,0,3993,0,1401
1689873230822,1694,2006,0,0,1984,1258,496,98,0,3992,0,1402
1689873231322,1649,1965,0,0,1987,1258,496,103,0,3998,0,1400
1689873231822,1591,1918,0,0,1988,1258,493,101,0,4002,0,1401
1689873232322,1582,1933,0,0,1983,1262,498,102,0,4000,0,1403
1689873232822,1603,1951,0,0,1988,1267,496,103,0,3996,0,1405
1689873233322,1606,1961,0,0,1988,1268,498,102,0,3982,0,1406
1689873233822,1677,2006,0,0,1990,1275,498,104,0,3995,0,1401
1689873234322,1687,2014,0,0,1988,1273,499,103,0,3995,0,1408
1689873234822,1648,1968,0,0,1983,1271,499,104,0,3998,0,1407
1689873235322,1579,1967,0,0,1988,1269,498,105,0,3999,0,1415
1689873235822,1611,1964,0,0,1989,1263,499,105,0,4000,0,1414
1689873236322,1662,1957,0,0,1987,1267,498,104,0,4001,0,1411
1689873236822,1707,1998,0,0,1987,1269,497,104,0,4001,0,1402
1689873237322,1766,2057,0,0,1993,1264,496,105,0,4003,0,1405
1689873237822,1705,2004,0,0,1995,1261,497,105,0,3995,0,1410
1689873238322,1551,2010,0,93,1996,1259,496,98,0,4009,0,1405
1689873238822,1492,2015,0,0,1995,1254,498,96,0,4009,0,1416
1689873239322,1600,2025,0,0,1998,1246,500,106,0,4009,0,1415
1689873239822,1629,2026,0,0,1996,1247,500,107,0,4009,0,1416
1689873240322,1671,2021,0,0,1995,1251,501,107,0,4010,0,1414
1689873240822,1719,2032,0,0,1989,1242,484,108,0,4009,0,1408
1689873241322,1809,2055,0,0,1994,1239,487,107,0,4007,0,1416
1689873241822,1754,1963,0,0,1995,1228,488,102,0,3996,0,1420
1689873242322,1808,1973,0,0,1994,1195,488,103,0,4004,0,1408
1689873242822,1784,1894,0,0,1991,1212,486,105,0,4000,0,1412
1689873243322,1712,1921,0,0,1989,1199,488,102,0,4000,0,1415
1689873243822,1820,1980,0,0,1988,1204,487,105,0,3996,0,1413
1689873244322,1786,1967,0,0,1992,1213,489,105,0,3999,0,1412
1689873244822,1744,1924,0,0,1990,1219,486,103,0,3996,0,1414
1689873245322,1712,1951,0,0,1990,1211,489,105,0,3998,0,1420
1689873245822,1723,1960,0,0,1993,1219,488,101,0,4002,0,1420
1689873246322,1727,1970,0,0,1994,1228,491,104,0,3992,0,1422
1689873246822,1805,1998,0,0,1994,1220,490,107,0,4001,0,1416
1689873247322,1834,2021,0,0,1994,1221,490,107,0,3996,0,1427
1689873247822,1772,1983,0,0,1993,1222,489,104,0,4005,0,1426
1689873248322,1732,1983,0,0,1995,1209,491,100,0,4003,0,1425
1689873248822,1696,1993,0,0,1996,1209,492,103,0,4002,0,1427
1689873249322,1673,1973,0,0,1987,1206,491,100,0,3990,0,1425
1689873249822,1754,2022,0,0,1995,1218,490,106,0,4000,0,1426
1689873250322,1825,2045,0,0,1992,1218,494,106,0,3991,0,1422
1689873250822,1774,2004,0,0,1996,1216,494,104,0,4002,0,1425
1689873251322,1722,2017,0,0,1996,1207,495,104,0,4003,0,1426
1689873251822,1713,2023,0,0,1996,1204,495,100,0,3997,0,1430
1689873252322,1707,2011,0,0,1992,1202,492,104,0,3989,0,1431
1689873252822,1790,2046,0,0,1998,1205,493,104,0,4000,0,1424
1689873253322,1799,2069,0,0,1997,1202,492,103,0,3996,0,1429
1689873253822,1808,2053,0,0,1997,1206,492,106,0,4000,0,1432
1689873254322,1744,2014,0,0,2002,1211,493,102,0,4001,0,1438
1689873254822,1727,2031,0,0,2002,1215,494,103,0,3987,0,1437
1689873255322,1734,2042,0,0,2002,1209,491,106,0,3992,0,1434
1689873255822,1717,2035,0,0,2001,1211,493,105,0,3995,0,1440
1689873256322,1757,2035,0,0,2003,1212,494,106,0,4004,0,1438
1689873256822,1840,2083,0,0,2002,1226,494,107,0,4005,0,1434
1689873257322,1846,2097,0,0,2000,1226,493,107,0,4006,0,1436
1689873257822,1774,2028,0,0,1993,1220,495,105,0,4009,0,1434
1689873258322,1717,2023,0,0,2003,1225,493,100,0,4013,0,1438
1689873258822,1734,2030,0,0,2003,1236,492,103,0,3997,0,1442
1689873259322,1734,2032,0,0,2003,1234,493,102,0,4002,0,1435
1689873259822,1787,2047,0,0,2007,1242,491,103,0,3999,0,1438
1689873260322,1839,2082,0,0,2005,1237,491,107,0,3992,0,1437
1689873260822,1797,2035,0,0,2007,1225,492,106,0,3995,0,1442
1689873261322,1775,2020,0,0,2004,1234,493,106,0,3996,0,1442
1689873261822,1713,2010,0,0,1999,1234,491,104,0,3992,0,1446
1689873262322,1744,2023,0,0,2002,1227,491,106,0,3993,0,1450
1689873262822,1837,2073,0,0,2008,1222,489,98,0,3991,0,1442
1689873263322,1866,2106,0,0,2009,1197,491,101,0,3978,0,1440
1689873263822,1819,2034,0,0,2010,1207,490,100,0,3978,0,1438
1689873264322,1766,2015,0,0,2010,1195,494,96,0,3993,0,1447
1689873264822,1781,2046,0,0,2010,1186,492,100,0,3985,0,1445
1689873265322,1766,2035,0,0,2009,1175,491,93,0,3973,0,1446
1689873265822,1827,2084,0,0,2009,1178,495,101,0,3983,0,1442
1689873266322,1869,2086,0,0,1999,1170,495,102,0,3980,0,1437
1689873266822,1805,2021,0,0,2009,1183,492,102,0,3984,0,1440
1689873267322,1776,2006,0,0,2010,1189,503,91,0,3974,0,1438
1689873267822,1767,2019,0,0,2010,1194,504,91,0,3971,0,1438
1689873268322,1786,2033,0,0,2005,1194,501,91,0,3977,0,1437
1689873268822,1808,2046,0,0,2007,1197,504,91,0,3955,0,1438
1689873269322,1872,2094,0,0,2008,1195,502,97,0,3946,0,1438
1689873269822,1839,2033,0,0,2010,1199,503,96,0,3936,0,1443
1689873270322,1801,2016,0,0,2008,1208,501,98,0,3937,0,1438
1689873270822,1789,2031,0,0,2006,1213,504,98,0,3936,0,1440
1689873271322,1812,2061,0,0,2012,1221,503,102,0,3938,0,1440
1689873271822,1890,2096,0,0,2009,1220,503,106,0,3948,0,1438
1689873272322,1863,2064,0,0,2011,1229,503,98,0,3958,0,1437
1689873272822,1824,2025,0,0,2012,1231,503,99,0,3959,0,1440
1689873273322,1791,2026,0,0,2014,1233,505,99,0,3963,0,1443
1689873273822,1808,2029,0,0,2007,1233,501,98,0,3943,0,1437
1689873274322,1859,2087,0,0,2013,1240,505,98,0,3957,0,1440
1689873274822,1876,2118,0,0,2012,1244,505,101,0,3949,0,1441
1689873275322,1847,2095,0,0,2016,1244,502,95,0,3950,0,1444
1689873275822,1811,2128,0,0,2017,1249,504,98,0,3949,0,1441
1689873276322,1797,2127,0,0,2009,1244,510,98,0,3949,0,1447
1689873276822,1831,2130,0,0,2018,1250,511,100,0,3956,0,1442
1689873277322,1877,2181,0,0,2012,1248,510,103,0,3958,0,1448
1689873277822,1879,2176,0,0,2013,1251,510,106,0,3954,0,1446
1689873278322,1840,2119,0,0,2011,1254,509,105,0,3947,0,1441
1689873278822,1809,2122,0,0,2013,1252,510,106,0,3947,0,1444
1689873279322,1813,2133,0,0,2012,1255,510,106,0,3960,0,1448
1689873279822,1872,2174,0,0,2019,1264,508,111,0,3961,0,1445
1689873280322,1915,2214,0,0,2016,1267,512,109,0,3953,0,1447
1689873280822,1853,2126,0,0,2013,1266,511,109,0,3929,0,1451
1689873281322,1858,2128,0,0,2016,1268,511,111,0,3950,0,1454
1689873281822,1842,2146,0,0,2011,1264,513,111,0,3951,0,1456
1689873282322,1872,2160,0,0,2014,1269,510,110,0,3956,0,1450
1689873282822,1911,2202,0,0,2012,1272,513,110,0,3945,0,1456
1689873283322,1874,2138,0,0,2013,1274,511,111,0,3940,0,1452
1689873283822,1861,2137,0,0,2015,1278,512,112,0,3952,0,1453
1689873284322,1849,2145,0,0,2019,1282,514,112,0,3953,0,1456
1689873284822,1868,2157,0,0,2019,1282,514,111,0,3956,0,1454
1689873285322,1873,2156,0,0,2019,1282,514,111,0,3960,0,1453
1689873285822,1910,2199,0,0,2017,1279,515,110,0,3955,0,1457
1689873286322,1907,2192,0,0,2015,1284,513,110,0,3973,0,1459
1689873286822,1861,2123,0,0,2015,1284,514,108,0,3965,0,1461
1689873287322,1794,2096,0,0,2016,1284,513,109,0,3973,0,1460
1689873287822,1819,2134,0,0,2015,1285,513,111,0,3967,0,1453
1689873288322,1834,2143,0,0,2023,1289,515,111,0,3976,0,1453
1689873288822,1913,2205,0,0,2022,1292,516,109,0,3977,0,1454
1689873289322,1904,2167,0,0,2022,1291,516,110,0,3988,0,1458
1689873289822,1859,2128,0,0,2022,1290,519,112,0,3991,0,1460
1689873290322,1845,2137,0,0,2015,1285,514,112,0,3974,0,1465
1689873290822,1910,2126,0,0,2014,1291,512,111,0,3972,0,1466
1689873291322,1917,2156,0,0,2016,1292,513,107,0,3969,0,1465
1689873291822,1919,2175,0,0,2012,1296,512,109,0,3956,0,1459
1689873292322,1867,2103,0,0,2013,1296,512,111,0,3944,0,1457
1689873292822,1847,2129,0,0,2020,1296,514,111,0,3944,0,1460
1689873293322,1845,2138,0,0,2023,1299,518,113,0,3941,0,1459
1689873293822,1877,2160,0,0,2022,1302,518,113,0,3946,0,1458
1689873294322,1915,2201,0,0,2015,1297,520,114,0,3938,0,1464
1689873294822,1859,2146,0,0,2016,1296,516,113,0,3939,0,1464
1689873295322,1795,2133,0,0,2017,1297,515,107,0,3939,0,1466
1689873295822,1815,2131,0,0,2019,1304,515,109,0,3934,0,1464
1689873296322,1831,2128,0,0,2016,1300,513,106,0,3933,0,1463
1689873296822,1878,2186,0,0,2025,1308,515,109,0,3944,0,1462
1689873297322,1904,2208,0,0,2023,1312,512,112,0,3952,0,1461
