p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,pose
930,358,1008,2293,2104,1508,143,54,909,248,345,0,1
1074,641,1458,2291,2109,1230,40,50,781,394,327,0,1
1101,538,1227,2314,2111,1577,84,45,705,456,268,0,1
1232,701,1156,2330,2092,1600,120,42,792,476,285,0,1
1346,741,1029,2411,2090,1626,118,40,804,482,328,0,1
1398,791,1073,2416,2112,1632,124,40,820,486,330,0,1
1306,784,1113,2415,2112,1642,123,38,835,500,345,0,1
1345,805,1117,2422,2123,1656,128,38,848,503,357,0,1
959,381,315,2362,2112,1631,120,28,792,528,356,0,1
807,816,697,2219,2251,1999,114,2186,776,527,310,0,1
1411,735,141,2396,2075,1870,97,33,647,515,344,0,1
1584,834,445,2355,2135,1706,102,34,747,528,371,0,1
1621,896,0,2448,2122,1836,113,34,711,552,368,0,1
1621,956,118,2429,2110,1791,120,38,747,566,376,0,1
1547,890,193,2447,2161,1799,125,45,772,566,382,0,1
1546,890,243,2432,2178,1807,127,38,788,563,387,0,1
1531,832,333,2397,2193,1812,127,38,803,567,388,0,1
1527,845,351,2394,2191,1796,127,35,813,558,391,0,1
1578,930,293,2429,2186,1752,128,37,823,556,397,0,1
1568,944,337,2434,2184,1765,130,35,823,555,406,0,1
1576,971,358,2443,2195,1775,130,35,831,563,414,0,1
1591,974,398,2443,2199,1786,132,38,843,568,415,0,1
1678,1010,0,2397,2198,1799,138,87,837,578,408,0,1
1261,647,0,2501,2194,1916,116,80,681,586,315,0,1
330,359,0,2379,1878,1449,230,3937,570,451,384,0,1
208,262,490,2205,2013,1718,80,146,681,484,305,0,1
0,109,1396,1767,2164,1692,88,42,769,477,321,0,1
52,101,1475,1519,2238,1586,71,64,847,513,377,0,1
0,0,1002,1583,2201,1660,89,35,858,433,420,0,1
0,58,1076,1471,2203,1387,57,31,790,521,445,0,1
0,70,1090,1451,2273,1479,78,36,822,532,384,0,1
534,738,1303,1584,2212,1514,104,87,876,525,409,0,1
493,677,1408,1766,2166,1483,96,38,903,537,456,0,1
443,561,1421,1712,2217,1504,101,182,925,565,470,0,1
368,333,1392,1653,2254,1552,104,97,962,574,480,0,1
351,287,1270,1620,2258,1577,100,297,961,577,484,0,1
308,442,1265,1455,2094,1106,131,44,1011,503,413,0,1
638,642,1305,1686,2233,1373,82,46,921,556,458,0,1
826,767,1356,1585,2215,1530,115,123,925,545,324,0,1
839,861,1424,1600,2163,1224,143,46,934,462,382,0,1
931,885,1483,1781,2256,1377,116,51,826,567,426,0,1
1009,943,1503,1857,2235,1496,106,339,867,585,422,0,1
1008,989,1578,1545,2191,1528,135,199,901,583,438,0,1
948,912,1616,1697,2145,1321,150,54,897,576,415,0,1
201,797,1771,1984,2137,1242,80,60,875,610,404,0,1
931,1126,1819,317,2099,1185,97,61,811,600,298,0,1
743,1297,2480,0,2104,1050,79,58,819,529,268,0,1
683,914,2465,0,1995,1319,57,69,735,585,227,0,1
835,1043,2526,0,1945,1265,106,65,813,569,245,0,1
879,1104,2547,0,1814,1110,53,69,678,593,240,0,1
909,1119,2529,0,2033,1289,46,69,720,594,259,0,1
770,1077,2557,0,1994,1304,84,72,825,584,289,0,1
1007,975,2576,0,2048,1325,113,75,845,596,317,0,1
918,852,2595,0,1944,1390,96,74,870,611,339,0,1
944,849,2597,0,1977,1404,105,74,886,609,358,0,1
519,747,2628,0,1954,1432,104,78,893,618,336,0,1
345,628,2637,0,1914,1421,118,80,906,622,359,0,1
479,655,2640,0,1914,1441,115,82,915,629,367,0,1
498,720,2640,0,2003,1361,123,84,923,631,364,0,1
592,751,2651,0,1942,1362,109,88,948,634,311,0,1
609,775,2676,0,1918,1048,67,85,874,618,312,0,1
698,883,2655,0,1961,1123,66,93,840,633,247,0,1
763,855,2657,0,2000,1195,74,98,903,640,311,0,1
821,919,2669,0,2019,1266,82,103,919,645,328,0,1
790,912,2683,0,2028,1283,99,103,930,645,333,0,1
839,912,2683,0,2037,1321,121,112,940,654,346,0,1
880,914,2670,0,2046,1278,120,116,950,641,303,0,1
821,957,2646,0,2021,1194,88,118,888,639,297,0,1
832,946,2670,0,2014,1244,64,122,864,651,302,0,1
925,1010,2661,0,2029,1292,98,127,898,648,314,0,1
919,1013,2676,0,1990,1303,110,129,951,652,326,0,1
944,918,2663,0,2024,1306,123,133,932,670,362,0,1
1058,1074,2659,0,2049,1328,124,133,940,673,386,0,1
1101,1140,2634,0,2045,1349,122,103,944,674,391,0,1
1261,1360,2554,0,2033,1198,122,103,974,666,348,0,1
1205,1094,2529,0,2026,1266,121,105,981,673,300,0,1
1154,1056,2608,0,2069,1315,124,119,974,677,360,0,1
1232,1117,2608,0,2075,1291,122,118,971,685,390,0,1
1238,1160,2630,0,2092,1309,99,113,990,685,350,0,1
1229,1216,2619,0,2045,1085,97,110,986,668,276,0,1
1310,1211,2608,0,2073,1270,47,100,928,659,343,0,1
943,1082,2647,0,2114,1326,157,97,968,644,320,0,1
1098,1011,2635,0,2070,1353,128,92,883,675,314,0,1
1159,1124,2631,0,2121,1380,71,86,857,665,299,0,1
1166,1023,2655,0,2126,1394,101,84,928,672,322,0,1
1168,1130,2643,0,2068,1334,178,78,791,654,350,0,1
1230,1245,2678,0,2127,1362,99,74,740,688,330,0,1
1253,1190,2662,0,2065,1445,114,80,849,681,329,0,1
1127,1290,2687,0,2052,1302,165,63,897,670,266,0,1
1174,1356,2630,0,2090,1162,95,63,799,678,288,0,1
1136,1408,2674,0,2099,1303,107,61,872,679,318,0,1
1155,1414,2683,0,2067,1358,120,61,931,685,322,0,1
1195,1435,2739,0,2097,1370,116,62,922,693,344,0,1
